ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
821,2023-07-27,Telecom,MTN,Nicole Smith DVM,23470393934013,Another four then until course imagine.,Open
8923,2022-11-06,Telecom,Glo,Daniel Rodriguez,23470599153650,Laugh outside scientist with heavy.,Open
9255,2022-08-13,Telecom,Etisalat,Edward Andrews,23470937594153,Help face sell safe cell guy to.,In Progress
9387,2023-01-06,Pay TV,Airtel,Pamela Cunningham,23470210819448,Allow hold idea hotel pressure without.,Open
4919,2022-02-02,Telecom,MTN,Stacy Wall,23480117850528,First support address loss home.,In Progress
1730,2023-07-29,Telecom,Glo,Nicholas Owen,23481956260879,Smile officer authority.,Open
9655,2021-10-05,Telecom,Airtel,Elizabeth Valenzuela,23480713914306,Together their billion tough listen have here officer.,Open
5606,2023-07-24,Pay TV,MTN,Edward Elliott,2347084061454,Process his note difficult real on.,In Progress
8034,2021-11-19,Pay TV,Etisalat,Regina Avila,234814031346,Herself rather specific leg.,Open
8630,2022-10-11,Telecom,Airtel,Tracy Rodgers,23481110732143,Join reveal if recent effect him.,Resolved
2149,2022-09-02,Telecom,MTN,Julia Sullivan,23481289073243,Thank pass room whatever democratic leader.,Open
3525,2021-10-06,Telecom,Glo,Peter Mann,23490368266299,Recently civil off do interesting activity require.,In Progress
7144,2022-11-30,Telecom,Airtel,Jeremy Johnson,23490872103627,Available charge design participant this.,In Progress
995,2021-12-31,Pay TV,Airtel,Taylor Cordova,23490183333065,Part view tax until.,Open
111,2023-01-07,Telecom,Airtel,Christopher Kemp,23481936814608,News value clear majority plant opportunity paper.,Open
6923,2022-05-12,Pay TV,MTN,Andrea Frank,23470228604272,Human offer some coach.,In Progress
30,2021-11-23,Pay TV,Airtel,Randy Ayala,23490706394103,Simply consumer rule phone use involve.,Open
4339,2021-09-27,Pay TV,MTN,Eric Wilkerson,23480870387745,Animal local protect.,In Progress
2293,2023-04-05,Pay TV,MTN,Jeffery Lawrence,23481114370116,Including too relationship.,Resolved
1330,2023-09-13,Telecom,Glo,Sarah Ortiz,23481877869440,Until ok turn west.,In Progress
5347,2023-05-28,Telecom,Airtel,Brenda Willis,23481370250097,Religious sell explain usually third.,Resolved
4823,2022-08-12,Telecom,Etisalat,Christopher Prince,23490309228248,Accept off big born machine television commercial.,Resolved
7368,2022-07-21,Pay TV,Etisalat,Joe Sanford,23470637037268,Rather its young another.,Open
7270,2022-04-25,Telecom,Etisalat,Robert Gonzalez,23480932219078,Respond successful girl enjoy pattern price move agreement.,Resolved
6147,2022-07-02,Pay TV,MTN,William Johnson,23480380655611,Look respond management old action century.,In Progress
9587,2022-02-17,Pay TV,MTN,Shirley Mckinney,23481372168515,Information wait can within natural window I.,Open
4295,2021-10-11,Telecom,Glo,Alan Bradford,23481322686165,Expect yet analysis.,In Progress
1740,2022-03-03,Pay TV,Glo,Miranda Chang,23470130880414,State treat both see become star right available.,Resolved
98,2021-10-06,Pay TV,Etisalat,Marissa Pierce,23470345838341,Do center game after issue garden wide.,Resolved
2063,2022-08-21,Pay TV,MTN,Jason Peterson,23481687047803,Debate agree both.,Open
4762,2023-02-07,Pay TV,MTN,Rebecca Bond,23490993371815,Decision property piece clear.,In Progress
6245,2022-09-14,Telecom,Glo,Jeremy Gonzalez,23480433208344,Avoid suddenly hard movie window property.,Open
985,2023-01-31,Pay TV,MTN,Kevin Perez,23480441195045,Thousand kitchen almost.,In Progress
3983,2022-05-25,Pay TV,MTN,Andrew Allen,23470691546936,Teacher say respond perform win book cup few.,In Progress
2367,2021-11-06,Pay TV,Etisalat,Stacey Banks,23480977269379,Help bed record tree finally our.,Resolved
6800,2022-06-06,Telecom,Glo,Nicole Moore,23480285136503,Drive price whether both charge.,Open
6101,2022-11-27,Pay TV,Glo,Jessica Martinez,23470863258844,Before offer together usually.,In Progress
8474,2021-11-26,Telecom,Etisalat,Brandon Bryant,23481952590496,Example never describe appear process particular even.,Resolved
4086,2022-09-10,Pay TV,Airtel,Paul Cochran,23470630002045,Bad know whose in open.,Resolved
3945,2023-03-04,Telecom,MTN,William Nash,23481816379266,Would hear tough sometimes test defense.,In Progress
1337,2022-11-22,Pay TV,Etisalat,Angela Marsh,23490421250626,Phone apply tell skin forward stop practice.,In Progress
7821,2022-04-03,Pay TV,Etisalat,Dominique Palmer,23481902313791,Not program behind artist director again those.,Resolved
3848,2021-11-18,Telecom,Airtel,Amy Long,23481980190510,Product kid set learn hair newspaper.,In Progress
6187,2021-11-13,Pay TV,Glo,Stephanie Yang,2348012560264,Then hair prevent back money.,Open
8451,2021-12-06,Pay TV,Glo,Matthew Newman,23490647627603,Itself order language start head blood meet.,Open
6641,2023-02-02,Telecom,Glo,Kevin Wyatt,23470262582491,Political garden prevent.,Open
6638,2021-10-21,Telecom,Glo,Lee Hudson,23481842319149,Save national anything so indeed military entire father.,Open
6787,2023-02-03,Pay TV,Etisalat,Cindy Rojas,23480863024783,Risk box government.,Open
107,2022-11-17,Telecom,Etisalat,Christine Huffman,23480954100578,By commercial blue.,In Progress
6323,2022-10-03,Telecom,MTN,Brad Smith,23470436602946,Fly writer commercial Mr defense any.,Open
3025,2021-11-25,Telecom,Airtel,Jennifer Odom,23490454844666,Under group suffer something.,Resolved
3503,2021-10-24,Telecom,Airtel,Christine Marshall,23470457232554,Third candidate themselves mean tend difference.,Resolved
8108,2023-02-11,Pay TV,Etisalat,Brady Simon,23481525933622,Own baby land later performance even thus.,In Progress
180,2022-12-17,Telecom,Etisalat,Alexander Woodard,23470813621678,Bag if my perform just.,Resolved
1122,2022-12-10,Pay TV,MTN,Christopher Mays,2347081541699,Word result various agent.,Resolved
7984,2022-01-29,Telecom,Airtel,Casey Myers,23470382365383,Big bill air police career heavy collection.,Resolved
9894,2022-05-19,Pay TV,Glo,Jonathan Jones,23480272165879,Live design beautiful energy party.,In Progress
6124,2021-11-16,Pay TV,MTN,Jenna Stevenson,23480386068195,Set sister myself natural language husband.,Open
6930,2021-12-22,Pay TV,Airtel,Jennifer Davenport,23480162350159,Late drop down house.,Resolved
1833,2023-05-24,Telecom,Airtel,Ronald Rodriguez,23480464252908,Even hand station hit listen fight total.,Resolved
3989,2022-02-23,Telecom,Glo,Julie Marquez,23481304314352,Idea down enough look information million.,In Progress
4740,2022-11-10,Pay TV,Airtel,Whitney Ballard,23480853132482,What across government government then laugh the owner.,Open
7215,2022-10-06,Telecom,Airtel,Philip Coffey,23481210256395,Agent pass goal soon.,Resolved
4,2023-07-31,Pay TV,MTN,Thomas Hodges,23481347818572,Shake perform control his.,In Progress
9219,2022-08-31,Telecom,Glo,John Wiley,23481418362078,Bill again need.,Open
1257,2022-12-13,Telecom,Etisalat,Robert Smith,23470268463458,Much organization evening decade sense it wrong next.,Open
1321,2022-07-28,Telecom,Etisalat,Megan Russell,23470192773419,Material just from chair fast.,Open
2146,2022-03-23,Telecom,Etisalat,Shannon Jones,23480358177571,Oil necessary yard exist.,In Progress
3624,2023-09-09,Pay TV,Airtel,Robert Sawyer,2348139602930,Support occur husband choose too.,Open
9697,2022-04-19,Pay TV,Glo,Mr. Thomas King,23490669496749,Chance serious most sea poor fast great.,Resolved
76,2022-03-29,Pay TV,Etisalat,Karen Johnson,23470597084328,Large choice serious amount.,Open
4934,2023-07-06,Telecom,Glo,Justin Herrera,23481714195584,Citizen student second your piece ten race.,Open
1925,2023-07-14,Telecom,MTN,Kelly Green,23480357332616,Letter series recent detail month.,Resolved
4786,2023-06-01,Telecom,Etisalat,Andrea Meyers,2347034917940,Because activity stay red.,Resolved
4858,2022-02-11,Telecom,Airtel,Kristine Watts,23470198943957,Voice it group west hot discuss teacher power.,Resolved
5603,2023-01-28,Telecom,Glo,Jamie Carter,23481204932121,Different practice bill represent.,In Progress
220,2022-06-07,Pay TV,Airtel,Michael Higgins,23490818676847,Main garden organization story possible.,Open
8705,2022-06-12,Pay TV,MTN,Christopher Bonilla,23481180874472,From lead night them play.,Resolved
2564,2022-08-02,Pay TV,Airtel,Andrew Henson,23490303573615,To strong join operation oil laugh job.,Resolved
2851,2021-10-25,Pay TV,MTN,Mr. Justin Chambers,23481541077028,But notice seek whether.,Open
4780,2023-08-15,Telecom,Etisalat,Tiffany Brown DVM,23470449166146,May mouth employee religious south.,Open
4577,2022-11-08,Pay TV,Glo,Bruce Newton,23470630829770,Run fear college major protect rich bill.,Open
6722,2022-01-06,Pay TV,Airtel,Kylie Cooper,2348144502509,Our probably discuss stand.,Resolved
5545,2021-11-02,Pay TV,Airtel,James Salazar,23481149029744,Citizen evidence ok more opportunity.,Open
9514,2021-09-26,Pay TV,Airtel,Michael Anderson,23481950374024,Middle star fund difficult front box.,Open
6653,2022-08-24,Pay TV,Airtel,Rachel Jackson,23481129428396,Policy agent rather sort.,Open
571,2022-02-24,Telecom,MTN,Amanda Nelson,23490798856121,Run group commercial investment such since hour.,In Progress
7742,2022-06-09,Pay TV,Etisalat,Brian Shaw,23481195535888,Argue her court foot only government this.,Resolved
657,2022-12-28,Telecom,MTN,Mackenzie Wilson,23490966029311,Yourself impact set situation leader than.,Open
5606,2022-06-01,Telecom,Glo,Tammy Diaz MD,23481320508059,Stuff since agreement between goal.,Resolved
4964,2022-06-04,Telecom,Etisalat,Victoria Johnson,23490348438097,Off nice fill like place art north.,Open
5133,2023-06-21,Pay TV,Airtel,James Franco,23490239797483,Feel edge recent consumer choice may many.,Open
7210,2022-11-30,Telecom,Etisalat,Tiffany Medina,23481715711469,Major help production would soon.,Open
3481,2023-02-09,Telecom,Airtel,Linda Howe,23490428118512,Yeah director difference there south practice both.,In Progress
3163,2022-10-12,Telecom,Airtel,Jermaine Owens,23490858286363,Describe most garden.,Resolved
9055,2023-01-20,Pay TV,Glo,Jesse Bell,23480607134276,Nor himself no long.,Resolved
5721,2021-10-06,Pay TV,Glo,Taylor Martinez,23470390875046,Woman experience participant some gun.,In Progress
2023,2022-01-20,Telecom,Airtel,Timothy Mckee,23481691856313,Might society away oil way lose power.,Open
4390,2022-09-07,Telecom,MTN,Lisa Phillips,23481511959882,Example can rock trial.,Resolved
9560,2023-09-04,Pay TV,MTN,Danielle Terrell,23490766609822,Agreement house raise morning those.,Resolved
634,2023-01-26,Telecom,Etisalat,William Aguilar,23470512366254,Star leg everyone language close.,Resolved
8022,2021-12-15,Pay TV,MTN,Jennifer Robinson,23470977500194,Final today mean democratic first while TV.,Open
1932,2023-09-08,Telecom,Glo,Peter Martinez,23481340305786,Strong this main less fly through.,In Progress
1811,2022-02-04,Pay TV,MTN,Courtney Young,23481536021528,That while boy day.,In Progress
2367,2023-06-11,Pay TV,MTN,Brianna Martinez,23480528575072,Different fact yourself radio clearly street deep.,Open
3796,2021-12-01,Pay TV,Etisalat,Amber Black,23480721515478,Move worker candidate size less.,Resolved
5014,2022-09-18,Telecom,MTN,Elizabeth Campbell,23481656525913,Able important arm perform above.,In Progress
1582,2022-12-30,Telecom,Airtel,Kenneth Wilson,23470849054276,Individual answer recognize glass firm him game.,In Progress
1067,2022-10-11,Telecom,MTN,Christine Smith,2348018275140,Partner parent manager.,Resolved
8621,2023-03-02,Telecom,Airtel,Michael Pierce,23480536698524,Employee little life.,In Progress
185,2022-07-31,Telecom,Airtel,Taylor Stuart,23470447092644,Plant his represent.,Resolved
7922,2021-12-06,Telecom,Glo,Jordan Phillips,23490520664356,Too mind himself generation poor.,In Progress
2323,2023-02-07,Telecom,MTN,Jorge Mclaughlin,23481678438776,Recognize money eye year great decide mind.,In Progress
6069,2022-08-16,Pay TV,Etisalat,Karen Mejia,23470335130217,Development history entire cost quality.,Open
3031,2022-03-23,Telecom,Glo,Loretta Ball,23481961765056,Care me nation remain data save throughout.,Open
6635,2022-12-03,Telecom,Airtel,Dawn Nicholson,23481145523981,Thus blood minute past bank tough peace.,Resolved
7516,2021-11-22,Telecom,Glo,Christy Richards,23480765491519,Reveal once crime involve happen Mr.,Resolved
7561,2021-10-11,Telecom,MTN,Kelsey Allen,23480542484572,Card community something voice amount tax month.,In Progress
4792,2022-07-03,Pay TV,MTN,David Reyes,23470867381635,Prove cause attention security language kind.,Open
960,2023-09-19,Telecom,Airtel,Frank Doyle,23490342093732,Gun must star matter.,In Progress
7377,2022-07-09,Telecom,Glo,Paul Ellis,23481715732594,Kitchen never trouble ground deal.,Open
9599,2023-01-26,Telecom,Airtel,Frederick Mcgrath,23490395867850,Building side their ago company fire pattern last.,In Progress
638,2023-08-03,Telecom,Etisalat,Michael Cruz,2349035796475,Certainly fall couple we news collection sense.,Open
4658,2021-10-17,Telecom,Etisalat,Tina Andersen,23481915211562,Produce lay how nothing chair be.,Resolved
6370,2022-10-02,Pay TV,Airtel,Jacob Gordon,23481380916822,Environment tax bill son.,In Progress
3129,2023-01-22,Telecom,Glo,Natalie Norton,23480333555239,In daughter military.,In Progress
9677,2023-08-02,Pay TV,Glo,William Brown,23481392278657,Buy suddenly look.,Resolved
6393,2022-09-30,Pay TV,Airtel,Theresa Torres,23470927492739,Focus nor model.,Open
6280,2023-07-31,Pay TV,MTN,Rebecca Yang,23480417766455,Stuff movie baby night third lose summer.,In Progress
7485,2023-06-01,Pay TV,Airtel,Edward Garcia,23481294920427,Size specific according size serious nature medical.,Resolved
2083,2022-08-12,Pay TV,Glo,John Sanchez,23470611711635,Financial picture back television.,In Progress
4129,2023-09-08,Pay TV,Glo,Melissa Gardner,23481587422354,Hear maybe candidate board film group.,In Progress
4853,2023-01-12,Telecom,Etisalat,Kathryn Coleman,23480235025229,Phone remember soldier high.,In Progress
8419,2022-10-09,Telecom,MTN,Angela Boyle,23481185009368,Hot hand edge federal.,Resolved
1784,2023-08-23,Telecom,Glo,Adam Daniels,23470307801373,Hair instead best position ahead at something professor.,Resolved
9683,2022-07-22,Pay TV,Etisalat,Kim Robertson,23481638141867,Seek per bit upon know degree.,Open
2229,2022-12-13,Telecom,MTN,Cameron Freeman,23481695881113,Election I new thousand discussion peace per always.,Resolved
6038,2023-06-02,Pay TV,Glo,Eileen Wolf,23470136517741,Read to point interesting.,In Progress
4451,2021-12-25,Telecom,Airtel,Jason Smith,23470142230686,Specific imagine look expert choose east song.,Resolved
7658,2022-02-07,Telecom,Airtel,Benjamin Rogers,23470988353352,Peace maintain realize here.,In Progress
7198,2022-01-06,Telecom,Glo,Sean Fox,23481251396927,Structure fish family at whatever.,Open
5483,2022-10-02,Pay TV,Airtel,Rebecca Roth,23490131425836,Prove sure student stand type car even.,Resolved
418,2023-06-11,Telecom,Glo,Daniel Cook,23480304670068,Mother big mouth.,Open
2628,2022-02-15,Telecom,Etisalat,Timothy Wilson,23480840616786,Everything meet feel little example design top.,Resolved
359,2022-05-15,Telecom,Glo,Michael Bowman,23490829394333,Reflect before camera population maintain yourself kitchen.,Resolved
5658,2022-09-26,Pay TV,Etisalat,Andrew Hall,23490494276901,Special pressure hot nothing accept be.,Resolved
9290,2022-11-23,Pay TV,MTN,Thomas Cooper,2347061596290,Certain huge measure find single apply attention stand.,In Progress
4475,2022-03-20,Telecom,MTN,Virginia Norris,23481862161636,Challenge force art.,Resolved
7700,2022-06-12,Pay TV,MTN,Sara Brown,23470512949047,Our attack represent focus.,Resolved
391,2023-05-28,Pay TV,Etisalat,Jared Nunez,23470169443951,Collection society church.,Resolved
8860,2022-04-04,Telecom,Glo,Matthew Poole,23480164990125,Mind would find view four citizen try.,Resolved
1433,2023-05-27,Pay TV,Airtel,Anthony Neal,23490219477350,Activity national doctor hear area item.,Resolved
3350,2022-08-22,Telecom,MTN,Juan Wilson,23490611735675,Event recent bill tonight challenge.,Open
2318,2022-09-24,Telecom,MTN,Jennifer Sawyer,2348112388400,Woman similar man child eat necessary movement.,In Progress
4646,2022-04-18,Pay TV,Etisalat,Pamela Werner,23481949099144,At energy help ability blood throw mind.,Resolved
7101,2022-05-24,Telecom,Etisalat,Richard Gonzalez,23480710551632,From green conference foreign suffer.,Resolved
9778,2022-02-20,Pay TV,Glo,Tammy Huff,23490301961714,On there you enjoy account.,Open
